  PID TTY           TIME CMD
56110 ??         0:13.65 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Frameworks/Code Helper.app/Contents/MacOS/Code Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --user-data-dir=/Users/kamalesh.g/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,1759024574606564101,14530021164278837024,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
56111 ??         1:23.79 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-GB --service-sandbox-type=none --dns-result-order=ipv4first --inspect-port=0 --user-data-dir=/Users/kamalesh.g/Library/Application Support/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,1759024574606564101,14530021164278837024,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,MacWebContentsOcclusion,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts --variations-seed-version
56263 ??         0:02.43 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Resources/app/extensions/json-language-features/server/dist/node/jsonServerMain --node-ipc --clientProcessId=56111
56518 ??         0:07.91 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --max-old-space-size=3072 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Resources/app/extensions/node_modules/typescript/lib/tsserver.js --serverMode partialSemantic --useInferredProjectPerProjectRoot --disableAutomaticTypingAcquisition --cancellationPipeName /var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/vscode-typescript502/f6bf139f8299ed06fd8d/tscancellation-6d5f10034af76b1f8440.tmp* --globalPlugins @postman/test-script-types-plugin --pluginProbeLocations /Users/kamalesh.g/.vscode/extensions/postman.postman-for-vscode-1.15.0 --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
56519 ??         0:55.11 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) --max-old-space-size=3072 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Resources/app/extensions/node_modules/typescript/lib/tsserver.js --useInferredProjectPerProjectRoot --enableTelemetry --cancellationPipeName /var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/vscode-typescript502/f6bf139f8299ed06fd8d/tscancellation-7873e997056f0e4a90ce.tmp* --globalPlugins @postman/test-script-types-plugin --pluginProbeLocations /Users/kamalesh.g/.vscode/extensions/postman.postman-for-vscode-1.15.0 --locale en --noGetErrOnBackgroundUpdate --canUseWatchEvents --validateDefaultNpmLocation --useNodeIpc
56522 ??         0:00.83 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Frameworks/Code Helper (Plugin).app/Contents/MacOS/Code Helper (Plugin) /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Resources/app/extensions/node_modules/typescript/lib/typingsInstaller.js --globalTypingsCacheLocation /Users/kamalesh.g/Library/Caches/typescript/5.8 --enableTelemetry --typesMapLocation /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/C9EBA672-2BD0-402C-9137-960849DAF0D1/d/Visual Studio Code.app/Contents/Resources/app/extensions/node_modules/typescript/lib/typesMap.json --validateDefaultNpmLocation
56776 ??         6:42.99 /System/Library/CoreServices/talagentd
59186 ??         2:47.79 /System/Library/CoreServices/Software Update.app/Contents/Resources/softwareupdated
62895 ??         3:08.04 /usr/libexec/duetexpertd
65346 ??         0:04.92 /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/managedcorespotlightd
65506 ??         0:03.17 /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/suggestd
66722 ??         0:04.34 /usr/libexec/proactived
67863 ??         0:00.95 /usr/sbin/BTLEServer
67903 ??         3:21.87 /usr/libexec/PerfPowerServices
69105 ??         0:03.86 /System/Library/CoreServices/ControlCenter.app/Contents/XPCServices/ControlCenterHelper.xpc/Contents/MacOS/ControlCenterHelper
70479 ??         0:08.43 /usr/libexec/InternetSharing
70672 ??         0:57.48 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=30050 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1955318290569 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=173
71683 ??         0:00.05 /usr/bin/ssh-agent -l
72532 ??         0:00.83 /usr/sbin/mDNSResponderHelper
73586 ??         5:21.05 /Applications/Tunnelblick.app/Contents/MacOS/Tunnelblick
73641 ??         0:00.00 <defunct>
73664 ??         0:47.60 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
74188 ??         0:45.05 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
74447 ??         0:02.31 /System/Library/Frameworks/ApplicationServices.framework/Versions/A/Frameworks/HIServices.framework/Versions/A/XPCServices/com.apple.hiservices-xpcservice.xpc/Contents/MacOS/com.apple.hiservices-xpcservice
76277 ??       148:53.86 /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
76799 ??         0:13.07 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=29208 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1886446937242 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=210
76803 ??         0:02.14 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=29209 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1886449470685 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=210
76810 ??         0:01.94 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=29211 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1886458582546 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=192
77180 ??         1:02.06 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=30224 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1961368302816 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=202
77841 ??         0:00.45 /usr/sbin/netbiosd
80803 ??         2:36.63 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=30295 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1964612280398 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=157
80812 ??         0:03.82 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=30299 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1964623044892 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=157
80819 ??         0:00.55 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=30300 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1964628896626 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=157
82164 ??         0:01.94 /System/Applications/Weather.app/Contents/PlugIns/WeatherWidget.appex/Contents/MacOS/WeatherWidget
82173 ??         0:01.84 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=29239 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1891982228096 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=218
83547 ??         0:20.38 /Applications/OneDrive.app/Contents/Microsoft SharePoint.app/Contents/MacOS/Microsoft SharePoint /silentConfig
83814 ??        13:06.03 /Library/Java/JavaVirtualMachines/jdk-24.jdk/Contents/Home/bin/java -XX:TieredStopAtLevel=1 -Dspring.output.ansi.enabled=always -Dcom.sun.management.jmxremote -Dspring.jmx.enabled=true -Dspring.liveBeansView.mbeanDomain -Dspring.application.admin.enabled=true -Dmanagement.endpoints.jmx.exposure.include=* -javaagent:/Applications/IntelliJ IDEA.app/Contents/lib/idea_rt.jar=62219 -Dfile.encoding=UTF-8 -Dsun.stdout.encoding=UTF-8 -Dsun.stderr.encoding=UTF-8 -classpath /Users/kamalesh.g/Desktop/EmployeemanagementSystem/Employeement_System/employeemanagementsystem/target/classes:/Users/kamalesh.g/.m2/repository/org/springframework/boot/spring-boot-starter-data-jpa/3.4.6/spring-boot-starter-data-jpa-3.4.6.jar:/Users/kamalesh.g/.m2/repository/org/springframework/boot/spring-boot-starter/3.4.6/spring-boot-starter-3.4.6.jar:/Users/kamalesh.g/.m2/repository/org/springframework/boot/spring-boot/3.4.6/spring-boot-3.4.6.jar:/Users/kamalesh.g/.m2/repository/org/springframework/boot/spring-boot-autoconfigure/3.4.6/spring-boot-autoconfigure-3.4.6.jar:/Users/kamalesh.g/.m2/repository/org/springframework/boot/spring-boot-starter-logging/3.4.6/spring-boot-starter-logging-3.4.6.jar:/Users/kamalesh.g/.m2/repository/ch/qos/logback/logback-classic/1.5.18/logback-classic-1.5.18.jar:/Users/kamalesh.g/.m2/repository/ch/qos/logback/logback-core/1.5.18/logback-core-1.5.18.jar:/Users/kamalesh.g/.m2/repository/org/apache/logging/log4j/log4j-to-slf4j/2.24.3/log4j-to-slf4j-2.24.3.jar:/Users/kamalesh.g/.m2/repository/org/apache/logging/log4j/log4j-api/2.24.3/log4j-api-2.24.3.jar:/Users/kamalesh.g/.m2/repository/org/slf4j/jul-to-slf4j/2.0.17/jul-to-slf4j-2.0.17.jar:/Users/kamalesh.g/.m2/repository/jakarta/annotation/jakarta.annotation-api/2.1.1/jakarta.annotation-api-2.1.1.jar:/Users/kamalesh.g/.m2/repository/org/yaml/snakeyaml/2.3/snakeyaml-2.3.jar:/Users/kamalesh.g/.m2/repository/org/springframework/boot/spring-boot-starter-jdbc/3.4.6/spring-boot-starter-jdbc-3.4.6.jar:/Users/kamalesh.g/.m2/repository/com/zaxxer/HikariCP/5.1.0/HikariCP-5.1.0.jar:/Users/kamalesh.g/.m2/repository/org/springframework/spring-jdbc/6.2.7/spring-jdbc-6.2.7.jar:/Users/kamalesh.g/.m2/repository/org/hibernate/orm/hibernate-core/6.6.15.Final/hibernate-core-6.6.15.Final.jar:/Users/kamalesh.g/.m2/repository/jakarta/persistence/jakarta.persistence-api/3.1.0/jakarta.persistence-api-3.1.0.jar:/Users/kamalesh.g/.m2/repository/jakarta/transaction/jakarta.transaction-api/2.0.1/jakarta.transaction-api-2.0.1.jar:/Users/kamalesh.g/.m2/repository/org/jboss/logging/jboss-logging/3.6.1.Final/jboss-logging-3.6.1.Final.jar:/Users/kamalesh.g/.m2/repository/org/hibernate/common/hibernate-commons-annotations/7.0.3.Final/hibernate-commons-annotations-7.0.3.Final.jar:/Users/kamalesh.g/.m2/repository/io/smallrye/jandex/3.2.0/jandex-3.2.0.jar:/Users/kamalesh.g/.m2/repository/com/fasterxml/classmate/1.7.0/classmate-1.7.0.jar:/Users/kamalesh.g/.m2/repository/net/bytebuddy/byte-buddy/1.15.11/byte-buddy-1.15.11.jar:/Users/kamalesh.g/.m2/repository/org/glassfish/jaxb/jaxb-runtime/4.0.5/jaxb-runtime-4.0.5.jar:/Users/kamalesh.g/.m2/repository/org/glassfish/jaxb/jaxb-core/4.0.5/jaxb-core-4.0.5.jar:/Users/kamalesh.g/.m2/repository/org/eclipse/angus/angus-activation/2.0.2/angus-activation-2.0.2.jar:/Users/kamalesh.g/.m2/repository/org/glassfish/jaxb/txw2/4.0.5/txw2-4.0.5.jar:/Users/kamalesh.g/.m2/repository/com/sun/istack/istack-commons-runtime/4.1.2/istack-commons-runtime-4.1.2.jar:/Users/kamalesh.g/.m2/repository/jakarta/inject/jakarta.inject-api/2.0.1/jakarta.inject-api-2.0.1.jar:/Users/kamalesh.g/.m2/repository/org/antlr/antlr4-runtime/4.13.0/antlr4-runtime-4.13.0.jar:/Users/kamalesh.g/.m2/repository/org/springframework/data/spring-data-jpa/3.4.6/spring-data-jpa-3.4.6.jar:/Users/kamalesh.g/.m2/repository/org/springframework/data/spring-data-commons/3.4.6/spring-data-commons-3.4.6.jar:/Users/kamalesh.g/.m2/repository/org/springframework/spring-orm/6.2.7/spring-orm-6.2.7.jar:/Users/kamalesh.g/.m2/repository/org/springframework/spring-context/6.2.7/spring-context-6.2.7.jar:/Users/kamalesh.g/.m2/repository/org/springframework/spring-aop/6.2.7/spring-aop-6.2.7.jar:/Users/kamalesh.g/.m2/repository/org/springframework/spring-tx/6.2.7/spring-tx-6.2.7.jar:/Users/kamalesh.g/.m2/repository/org/springframework/spring-beans/6.2.7/spring-beans-6.2.7.jar:/Users/kamalesh.g/.m2/repository/org/slf4j/slf4j-api/2.0.17/slf4j-api-2.0.17.jar:/Users/kamalesh.g/.m2/repository/org/springframework/spring-aspects/6.2.7/spring-aspects-6.2.7.jar:/Users/kamalesh.g/.m2/repository/org/aspectj/aspectjweaver/1.9.24/aspectjweaver-1.9.24.jar:/Users/kamalesh.g/.m2/repository/org/springframework/boot/spring-boot-starter-web/3.4.6/spring-boot-starter-web-3.4.6.jar:/Users/kamalesh.g/.m2/repository/org/springframework/boot/spring-boot-starter-json/3.4.6/spring-boot-starter-json-3.4.6.jar:/Users/kamalesh.g/.m2/repository/com/fasterxml/jackson/core/jackson-databind/2.18.4/jackson-databind-2.18.4.jar:/Users/kamalesh.g/.m2/repository/com/fasterxml/jackson/core/jackson-annotations/2.18.4/jackson-annotations-2.18.4.jar:/Users/kamalesh.g/.m2/repository/com/fasterxml/jackson/core/jackson-core/2.18.4/jackson-core-2.18.4.jar:/Users/kamalesh.g/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jdk8/2.18.4/jackson-datatype-jdk8-2.18.4.jar:/Users/kamalesh.g/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jsr310/2.18.4/jackson-datatype-jsr310-2.18.4.jar:/Users/kamalesh.g/.m2/repository/com/fasterxml/jackson/module/jackson-module-parameter-names/2.18.4/jackson-module-parameter-names-2.18.4.jar:/Users/kamalesh.g/.m2/repository/org/springframework/boot/spring-boot-starter-tomcat/3.4.6/spring-boot-starter-tomcat-3.4.6.jar:/Users/kamalesh.g/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/10.1.41/tomcat-embed-core-10.1.41.jar:/Users/kamalesh.g/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/10.1.41/tomcat-embed-websocket-10.1.41.jar:/Users/kamalesh.g/.m2/repository/org/springframework/spring-web/6.2.7/spring-web-6.2.7.jar:/Users/kamalesh.g/.m2/repository/io/micrometer/micrometer-observation/1.14.7/micrometer-observation-1.14.7.jar:/Users/kamalesh.g/.m2/repository/io/micrometer/micrometer-commons/1.14.7/micrometer-commons-1.14.7.jar:/Users/kamalesh.g/.m2/repository/org/springframework/spring-webmvc/6.2.7/spring-webmvc-6.2.7.jar:/Users/kamalesh.g/.m2/repository/org/springframework/spring-expression/6.2.7/spring-expression-6.2.7.jar:/Users/kamalesh.g/.m2/repository/jakarta/xml/bind/jakarta.xml.bind-api/4.0.2/jakarta.xml.bind-api-4.0.2.jar:/Users/kamalesh.g/.m2/repository/jakarta/activation/jakarta.activation-api/2.1.3/jakarta.activation-api-2.1.3.jar:/Users/kamalesh.g/.m2/repository/org/springframework/spring-core/6.2.7/spring-core-6.2.7.jar:/Users/kamalesh.g/.m2/repository/org/springframework/spring-jcl/6.2.7/spring-jcl-6.2.7.jar:/Users/kamalesh.g/.m2/repository/com/mysql/mysql-connector-j/9.1.0/mysql-connector-j-9.1.0.jar:/Users/kamalesh.g/.m2/repository/org/springframework/boot/spring-boot-starter-validation/3.4.6/spring-boot-starter-validation-3.4.6.jar:/Users/kamalesh.g/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/10.1.41/tomcat-embed-el-10.1.41.jar:/Users/kamalesh.g/.m2/repository/org/hibernate/validator/hibernate-validator/8.0.2.Final/hibernate-validator-8.0.2.Final.jar:/Users/kamalesh.g/.m2/repository/jakarta/validation/jakarta.validation-api/3.0.2/jakarta.validation-api-3.0.2.jar:/Users/kamalesh.g/.m2/repository/org/springdoc/springdoc-openapi-starter-webmvc-ui/2.8.3/springdoc-openapi-starter-webmvc-ui-2.8.3.jar:/Users/kamalesh.g/.m2/repository/org/springdoc/springdoc-openapi-starter-webmvc-api/2.8.3/springdoc-openapi-starter-webmvc-api-2.8.3.jar:/Users/kamalesh.g/.m2/repository/org/springdoc/springdoc-openapi-starter-common/2.8.3/springdoc-openapi-starter-common-2.8.3.jar:/Users/kamalesh.g/.m2/repository/io/swagger/core/v3/swagger-core-jakarta/2.2.27/swagger-core-jakarta-2.2.27.jar:/Users/kamalesh.g/.m2/repository/org/apache/commons/commons-lang3/3.17.0/commons-lang3-3.17.0.jar:/Users/kamalesh.g/.m2/repository/io/swagger/core/v3/swagger-annotations-jakarta/2.2.27/swagger-annotations-jakarta-2.2.27.jar:/Users/kamalesh.g/.m2/repository/io/swagger/core/v3/swagger-models-jakarta/2.2.27/swagger-models-jakarta-2.2.27.jar:/Users/kamalesh.g/.m2/repository/com/fasterxml/jackson/dataformat/jackson-dataformat-yaml/2.18.4/jackson-dataformat-yaml-2.18.4.jar:/Users/kamalesh.g/.m2/repository/org/webjars/swagger-ui/5.18.2/swagger-ui-5.18.2.jar:/Users/kamalesh.g/.m2/repository/org/webjars/webjars-locator-lite/1.0.1/webjars-locator-lite-1.0.1.jar:/Users/kamalesh.g/.m2/repository/org/jspecify/jspecify/1.0.0/jspecify-1.0.0.jar com.employeemanagement.EmployeemanagementsystemApplication
84176 ??         0:56.30 /usr/sbin/WirelessRadioManagerd
85416 ??         0:00.71 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/ThemeWidgetControlViewService.xpc/Contents/MacOS/ThemeWidgetControlViewService
85452 ??         0:02.18 /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
91592 ??         0:03.71 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=30307 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1969847557281 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=185
91593 ??         0:03.41 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=30308 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1969852031592 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=210
92376 ??         0:09.84 /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/137.0.7151.120/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --enable-dinosaur-easter-egg-alt-images --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=30319 --time-ticks-at-unix-epoch=-1750991421831564 --launch-time-ticks=1970945674411 --shared-files --field-trial-handle=1718379636,r,7119950886902248943,7713288524467348054,262144 --variations-seed-version=20250626-050057.503000 --seatbelt-client=159
92913 ??         0:01.32 /usr/libexec/aned
92942 ??         0:00.45 /System/Library/PrivateFrameworks/BiomeStreams.framework/Support/biomed
92974 ??         0:00.61 /usr/libexec/nehelper
92989 ??         0:01.44 /System/Library/CoreServices/TimeMachine/backupd
93055 ??         2:22.90 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/7F64C501-0BFA-4FD3-A8A3-E2B4B0D2743F/d/Azure Data Studio.app/Contents/Resources/app/extensions/mssql/sqltoolsservice/OSX_ARM64/5.0.20250115.1/MicrosoftSqlToolsServiceLayer --application-name azuredatastudio --data-path /Users/kamalesh.g/Library/Application Support --locale en --log-file /Users/kamalesh.g/Library/Application Support/azuredatastudio/logs/20250627T080217/window3/exthost/Microsoft.mssql/sqltools.log --tracing-level Critical --autoflush-log --parallel-message-processing --parallel-message-processing-limit 100 --enable-sql-authentication-provider --enable-connection-pooling
93057 ??         0:00.35 /private/var/folders/vb/5ghg_r2x2791ltn264jv17mw0000gp/T/AppTranslocation/7F64C501-0BFA-4FD3-A8A3-E2B4B0D2743F/d/Azure Data Studio.app/Contents/Resources/app/extensions/mssql/sqltoolsservice/OSX_ARM64/5.0.20250115.1/SqlToolsResourceProviderService --application-name azuredatastudio --data-path /Users/kamalesh.g/Library/Application Support --locale en --log-file /Users/kamalesh.g/Library/Application Support/azuredatastudio/logs/20250627T080217/window3/exthost/Microsoft.mssql/resourceprovider.log --tracing-level Critical --autoflush-log
